Ο	DET
ύποπτος	ADJ
είναι	AUX
ο	DET
24χρονος	ADJ
Μοχάμεντ	X
Μεράχ	X
,	PUNCT
Γάλλος	PROPN
υπήκοος	NOUN
αλγερινής	ADJ
καταγωγής	NOUN
,	PUNCT
που	PRON
φέρεται	VERB
να	AUX
έχει	VERB
δεσμούς	NOUN
με	ADP
την	DET
Αλ	X
Κάιντα	X
.	PUNCT

δεν	PART
έδιναν	VERB
συνάλλαγμα	NOUN
ή	CCONJ
καθόριζαν	VERB
τις	DET
ανώτατες	ADJ
δυνατές	ADJ
τιμές	NOUN
συναλλάγματος	NOUN
και	CCONJ
το	DET
χειρότερο	ADJ
,	PUNCT
επιχειρούσαν	VERB
να	AUX
τιμολογήσουν	VERB
αυτή	PRON
τη	DET
διαδικασία	NOUN
.	PUNCT

Για	ADP
τον	DET
λόγο	NOUN
αυτόν	PRON
χαίρομαι	VERB
ιδιαίτερα	ADV
για	ADP
τη	DET
γραπτή	ADJ
δέσμευση	NOUN
της	DET
Επιτρόπου	NOUN
de	X
Palacio	X
προς	ADP
την	DET
Επιτροπή	NOUN
Μεταφορών	NOUN
ότι	SCONJ
θα	AUX
ζητήσει	VERB
την	DET
πραγματοποίηση	NOUN
αυτής	PRON
της	DET
αξιολόγησης	NOUN
εντός	ADV
τριών	NUM
ετών	NOUN
.	PUNCT

Δεν	PART
θέλω	VERB
τώρα	ADV
να	AUX
παρουσιάσω	VERB
συνοπτικά	ADV
όλη	ADJ
τη	DET
διαδικασία	NOUN
.	PUNCT

Η	DET
διαδικασία	NOUN
διαβούλευσης	NOUN
για	ADP
τη	DET
Λευκή	ADJ
Βίβλο	NOUN
μας	PRON
δίνει	VERB
ενθαρρυντικά	ADJ
μηνύματα	NOUN
και	CCONJ
ελπίζω	VERB
ότι	SCONJ
χάρη	ADV
στη	ADP
νέα	ADJ
αυτή	PRON
ώθηση	NOUN
προς	ADP
τη	DET
νεολαία	NOUN
της	DET
Ευρώπης	PROPN
το	DET
πρόγραμμα	NOUN
Νεολαία	NOUN
θα	AUX
αποτελέσει	VERB
για	ADP
εμάς	PRON
τον	DET
πυρήνα	NOUN
αυτής	PRON
της	DET
πολιτικής	NOUN
για	ADP
τη	DET
νεολαία	NOUN
.	PUNCT

Επίσης	ADV
καταδικάστηκαν	VERB
,	PUNCT
σε	ADP
18	NUM
μήνες	NOUN
φυλάκιση	NOUN
,	PUNCT
ένας	DET
αξιωματούχος	NOUN
του	DET
Γραφείου	NOUN
Τύπου	NOUN
των	DET
Βαλεαρίδων	PROPN
Νήσων	NOUN
και	CCONJ
ένας	DET
επικεφαλής	ADJ
μιας	DET
υπηρεσίας	NOUN
εποικονωνίας	NOUN
.	PUNCT
