ארל	PROPN
ויליאמס	PROPN
אמנם	ADV
קלט	VERB
51	NUM
כדורים	NOUN
חוזרים	ADJ
,	PUNCT
אבל	CCONJ
לא	ADV
היה	AUX
מרוכז	ADJ
ואיבד	VERB
הרבה	DET
כדורים	NOUN
במצבים	NOUN
עדינים	ADJ
.	PUNCT

קפידבינפחות	X
ממחצית	ADP
מתוך	ADP
כלל	DET
081	NUM
חברי	NOUN
המועצה	NOUN
הגיעו	VERB
לאסיפה	NOUN
.	PUNCT

אני	PRON
בטוח	VERB
שננחל	VERB
הפסדים	NOUN
נוספים	ADJ
למרות	ADP
שתיאורטית	ADV
,	PUNCT
אם	SCONJ
לא	ADV
נפסיד	VERB
עד	ADP
סוף	NOUN
הליגה	NOUN
ונשמור	VERB
על	ADP
יתרון	NOUN
32	NUM
נק	NOUN
מול	ADP
מכבי	PROPN
,	PUNCT
נהיה	AUX
ראשונים	ADJ
"	PUNCT
.	PUNCT

היא	PRON
מתה	VERB
מפצעיה	NOUN
במחלקה	NOUN
לטיפול	NOUN
נמרץ	ADJ
במרפאה	NOUN
גרוסהדרן	PROPN
,	PUNCT
במינכן	PROPN
.	PUNCT

בהודעת	NOUN
הקופה	NOUN
נאמר	VERB
כי	SCONJ
החל	ADP
מהיום	ADV
ייגבה	VERB
מחברים	NOUN
אלו	PRON
,	PUNCT
המבקשים	VERB
לשמור	VERB
על	ADP
זכויותיהם	NOUN
,	PUNCT
מחצית	DET
מסכום	NOUN
המס	NOUN
האחיד	ADJ
ששילמו	VERB
לפני	ADP
עזיבתם	NOUN
את	ADP
הארץ	NOUN
.	PUNCT

קפידבינמשמעות	X
ההמלצה	NOUN
היא	AUX
החלפת	NOUN
דרג	NOUN
המנהלים	NOUN
של	ADP
בית	NOUN
ברל	PROPN
,	PUNCT
בכלל	NOUN
זה	PRON
אהרן	PROPN
הראל	PROPN
,	PUNCT
המשנה	NOUN
מנכ"ל	NOUN
גדעון	PROPN
פלג	PROPN
,	PUNCT
ומנהל	NOUN
מכללת	NOUN
בית	NOUN
ברל	PROPN
,	PUNCT
שהיא	PRON
חברה	NOUN
-	PUNCT
בת	NOUN
של	ADP
הקרן	NOUN
,	PUNCT
ד"ר	NOUN
אהרן	PROPN
זיידנברג	PROPN
.	PUNCT

הם	PRON
היו	AUX
פצועים	VERB
כבר	ADV
בשבוע	NOUN
שעבר	VERB
,	PUNCT
אך	CCONJ
שיחקו	VERB
בסוף	NOUN
השבוע	NOUN
ואף	CCONJ
אחד	NUM
מהשלושה	NUM
לא	ADV
סיים	VERB
את	ADP
המשחק	NOUN
"	PUNCT
,	PUNCT
אמר	VERB
גדעון	PROPN
כהן	PROPN
.	PUNCT

מארסיי	PROPN
ניצלה	VERB
את	ADP
הפסדה	NOUN
בשבת	PROPN
של	ADP
המוליכה	VERB
עד	ADP
סוף	NOUN
השבוע	NOUN
,	PUNCT
אוקזר	PROPN
,	PUNCT
0	NUM
1	NUM
במץ	PROPN
.	PUNCT

שפר	PROPN
וליף	PROPN
ששמרו	VERB
עליו	PRON
,	PUNCT
יצאו	VERB
בחמש	NUM
עבירות	NOUN
.	PUNCT
